level,src_id,dst_id,src_row,src_col,dst_row,dst_col,cost
1,18320,18321,422,1232,422,1234,2
1,18320,18319,422,1232,422,1230,2
1,18320,18133,422,1232,420,1232,2
1,18319,18320,422,1230,422,1232,2
1,18319,18318,422,1230,422,1228,2
1,18319,18132,422,1230,420,1230,2
1,18318,18319,422,1228,422,1230,2
1,18318,18317,422,1228,422,1226,2
1,18318,18131,422,1228,420,1228,2
1,18317,18318,422,1226,422,1228,2
1,18317,18316,422,1226,422,1224,2
1,18317,18130,422,1226,420,1226,2
1,18316,18317,422,1224,422,1226,2
1,18316,18315,422,1224,422,1222,2
1,18316,18129,422,1224,420,1224,2
1,18315,18316,422,1222,422,1224,2
1,18315,18314,422,1222,422,1221,1.5
1,18315,18128,422,1222,420,1222,1.5
1,18314,18315,422,1221,422,1222,1.5
1,18314,18127,422,1221,420,1220,1.5
1,18313,18513,422,1076,424,1076,2
1,18313,18312,422,1076,422,1074,2
1,18312,18512,422,1074,424,1074,2
1,18312,18313,422,1074,422,1076,2
1,18312,18311,422,1074,422,1072,2
1,18311,18511,422,1072,424,1072,2
1,18311,18312,422,1072,422,1074,2
1,18311,18310,422,1072,422,1070,2
1,18310,18510,422,1070,424,1070,2
1,18310,18311,422,1070,422,1072,2
1,18310,18309,422,1070,422,1068,2
1,18310,18126,422,1070,420,1070,2
1,18309,18509,422,1068,424,1068,2
1,18309,18310,422,1068,422,1070,2
1,18309,18308,422,1068,422,1066,2
1,18309,18125,422,1068,420,1068,2
1,18308,18508,422,1066,424,1066,2
1,18308,18309,422,1066,422,1068,2
1,18308,18307,422,1066,422,1064,2
1,18308,18124,422,1066,420,1066,2
1,18307,18507,422,1064,424,1064,2
1,18307,18308,422,1064,422,1066,2
1,18307,18306,422,1064,422,1062,2
1,18307,18123,422,1064,420,1064,2
1,18306,18506,422,1062,424,1062,2
1,18306,18307,422,1062,422,1064,2
1,18306,18305,422,1062,422,1060,2
1,18306,18122,422,1062,420,1062,2
1,18305,18505,422,1060,424,1060,2
1,18305,18306,422,1060,422,1062,2
1,18305,18304,422,1060,422,1058,2
1,18305,18121,422,1060,420,1060,2
1,18304,18504,422,1058,424,1058,2
1,18304,18305,422,1058,422,1060,2
1,18304,18303,422,1058,422,1056,2
1,18304,18120,422,1058,420,1058,2
1,18303,18503,422,1056,424,1056,2
1,18303,18304,422,1056,422,1058,2
1,18303,18119,422,1056,420,1057,2
1,18302,18497,422,1038,424,1038,2
1,18302,18301,422,1038,422,1036,1.5
1,18301,18496,422,1036,424,1036,2
1,18301,18302,422,1036,422,1038,1.5
1,18301,18300,422,1036,422,1034,2
1,18300,18495,422,1034,424,1034,2
1,18300,18301,422,1034,422,1036,2
1,18300,18299,422,1034,422,1032,2
1,18299,18494,422,1032,424,1032,2
1,18299,18300,422,1032,422,1034,2
1,18299,18298,422,1032,422,1030,2
1,18298,18493,422,1030,424,1030,2
1,18298,18299,422,1030,422,1032,2
1,18297,18490,423,1020,424,1020,1.5
1,18297,18296,423,1020,423,1018,2
1,18296,18489,423,1018,424,1018,1.5
1,18296,18297,423,1018,423,1020,2
1,18296,18295,423,1018,422,1016,2
1,18295,18488,422,1016,424,1016,2
1,18295,18296,422,1016,423,1018,2
1,18295,18294,422,1016,422,1014,2
1,18294,18487,422,1014,424,1014,2
1,18294,18295,422,1014,422,1016,2
1,18294,18293,422,1014,422,1013,2
1,18293,18486,422,1013,424,1012,2
1,18293,18294,422,1013,422,1014,2
1,18293,18118,422,1013,421,1013,1.5
1,18292,18483,422,1006,424,1006,2
1,18292,18291,422,1006,422,1004,1.5
1,18292,18117,422,1006,420,1006,2
1,18291,18482,422,1004,424,1004,2
1,18291,18292,422,1004,422,1006,1.5
1,18291,18290,422,1004,422,1002,2
1,18291,18116,422,1004,420,1004,2
1,18290,18481,422,1002,424,1002,2
1,18290,18291,422,1002,422,1004,2
1,18290,18289,422,1002,422,1000,2
1,18290,18115,422,1002,420,1002,2
1,18289,18480,422,1000,424,1000,2
1,18289,18290,422,1000,422,1002,2
1,18289,18288,422,1000,422,998,2
1,18289,18114,422,1000,420,1000,2
1,18288,18479,422,998,424,998,2
1,18288,18289,422,998,422,1000,2
1,18288,18287,422,998,422,996,2
1,18288,18113,422,998,420,998,2
1,18287,18478,422,996,424,996,2
1,18287,18288,422,996,422,998,2
1,18287,18286,422,996,422,994,2
1,18287,18112,422,996,420,996,2
1,18286,18477,422,994,424,994,2
1,18286,18287,422,994,422,996,2
1,18286,18285,422,994,422,992,2
1,18286,18111,422,994,420,994,2
1,18285,18476,422,992,424,992,2
1,18285,18286,422,992,422,994,2
1,18285,18284,422,992,422,990,2
1,18285,18110,422,992,420,992,2
1,18284,18475,422,990,424,990,2
1,18284,18285,422,990,422,992,2
1,18284,18283,422,990,422,988,2
1,18284,18109,422,990,420,990,2
1,18283,18474,422,988,424,988,2
1,18283,18284,422,988,422,990,2
1,18283,18282,422,988,422,986,2
1,18283,18108,422,988,420,988,2
1,18282,18473,422,986,424,986,2
1,18282,18283,422,986,422,988,2
1,18282,18281,422,986,422,984,2
1,18282,18107,422,986,420,986,2
1,18281,18472,422,984,424,984,2
1,18281,18282,422,984,422,986,2
1,18281,18280,422,984,422,982,2
1,18281,18106,422,984,420,984,2
1,18280,18471,422,982,424,982,2
1,18280,18281,422,982,422,984,2
1,18280,18279,422,982,422,980,2
1,18280,18105,422,982,420,982,2
1,18279,18470,422,980,424,980,2
1,18279,18280,422,980,422,982,2
1,18279,18278,422,980,422,978,2
1,18279,18104,422,980,420,980,2
1,18278,18469,422,978,424,978,2
1,18278,18279,422,978,422,980,2
1,18278,18277,422,978,422,976,2
1,18278,18103,422,978,420,978,2
1,18277,18468,422,976,424,976,2
1,18277,18278,422,976,422,978,2
1,18277,18276,422,976,422,974,2
1,18277,18102,422,976,420,976,2
1,18276,18467,422,974,424,974,2
1,18276,18277,422,974,422,976,2
1,18276,18275,422,974,422,972,2
1,18276,18101,422,974,420,974,2
1,18275,18466,422,972,424,972,2
1,18275,18276,422,972,422,974,2
1,18275,18274,422,972,422,970,2
1,18275,18100,422,972,420,972,2
1,18274,18465,422,970,424,970,2
1,18274,18275,422,970,422,972,2
1,18274,18273,422,970,422,968,2
1,18274,18099,422,970,420,970,2
1,18273,18464,422,968,424,968,2
1,18273,18274,422,968,422,970,2
1,18273,18272,422,968,422,966,2
1,18273,18098,422,968,420,968,2
1,18272,18463,422,966,424,966,2
1,18272,18273,422,966,422,968,2
1,18272,18271,422,966,422,964,2
1,18272,18097,422,966,420,966,2
1,18271,18462,422,964,424,964,2
1,18271,18272,422,964,422,966,2
1,18271,18270,422,964,422,962,2
1,18271,18096,422,964,420,964,2
1,18270,18461,422,962,424,962,2
1,18270,18271,422,962,422,964,2
1,18270,18095,422,962,420,962,2
1,18269,18460,422,862,424,862,2
1,18269,18268,422,862,422,860,2
1,18269,18092,422,862,420,862,2
1,18268,18459,422,860,424,860,2
1,18268,18269,422,860,422,862,2
1,18268,18267,422,860,422,858,2
1,18268,18091,422,860,420,860,2
1,18267,18458,422,858,424,858,2
1,18267,18268,422,858,422,860,2
1,18267,18266,422,858,422,856,2
1,18267,18090,422,858,420,858,2
1,18266,18457,422,856,424,856,2
1,18266,18267,422,856,422,858,2
1,18266,18265,422,856,422,854,2
1,18266,18089,422,856,420,856,2
1,18265,18456,422,854,424,854,2
1,18265,18266,422,854,422,856,2
1,18265,18264,422,854,422,852,2
1,18265,18088,422,854,420,854,2
1,18264,18455,422,852,424,852,2
1,18264,18265,422,852,422,854,2
1,18264,18263,422,852,422,851,1.5
1,18264,18087,422,852,420,852,2
1,18263,18454,422,851,424,851,2
1,18263,18264,422,851,422,852,1.5
1,18263,18086,422,851,420,851,2
1,18262,18261,422,750,422,748,1.5
1,18262,18085,422,750,420,750,2
1,18261,18453,422,748,424,748,2
1,18261,18262,422,748,422,750,1.5
1,18261,18260,422,748,422,746,2
1,18261,18084,422,748,420,748,2
1,18260,18452,422,746,424,746,2
1,18260,18261,422,746,422,748,2
1,18260,18259,422,746,422,744,2
1,18260,18083,422,746,420,746,2
1,18259,18451,422,744,424,744,2
1,18259,18260,422,744,422,746,2
1,18259,18258,422,744,422,742,2
1,18259,18082,422,744,420,744,2
1,18258,18450,422,742,424,742,2
1,18258,18259,422,742,422,744,2
1,18258,18257,422,742,422,740,2
1,18258,18081,422,742,420,742,2
1,18257,18449,422,740,424,740,2
1,18257,18258,422,740,422,742,2
1,18257,18256,422,740,422,738,2
1,18257,18080,422,740,420,740,2
1,18256,18448,422,738,424,738,2
1,18256,18257,422,738,422,740,2
1,18256,18255,422,738,422,736,2
1,18256,18079,422,738,420,738,2
1,18255,18447,422,736,424,736,2
1,18255,18256,422,736,422,738,2
1,18255,18254,422,736,422,734,2
1,18255,18078,422,736,420,736,2
1,18254,18446,422,734,424,734,2
1,18254,18255,422,734,422,736,2
1,18254,18253,422,734,422,732,2
1,18254,18077,422,734,420,734,2
1,18253,18445,422,732,424,732,2
1,18253,18254,422,732,422,734,2
1,18253,18252,422,732,422,730,2
1,18253,18076,422,732,420,732,2
1,18252,18444,422,730,424,730,2
1,18252,18253,422,730,422,732,2
1,18252,18251,422,730,422,728,2
1,18252,18075,422,730,420,730,2
1,18251,18443,422,728,424,728,2
1,18251,18252,422,728,422,730,2
1,18251,18250,422,728,422,726,2
1,18251,18074,422,728,420,728,2
1,18250,18442,422,726,424,726,2
1,18250,18251,422,726,422,728,2
1,18250,18249,422,726,422,724,2
1,18250,18073,422,726,420,726,2
1,18249,18441,422,724,424,724,2
1,18249,18250,422,724,422,726,2
1,18249,18248,422,724,422,722,2
1,18249,18072,422,724,420,724,2
1,18248,18440,422,722,424,722,2
1,18248,18249,422,722,422,724,2
1,18248,18247,422,722,422,720,2
1,18248,18071,422,722,420,722,2
1,18247,18439,422,720,424,720,2
1,18247,18248,422,720,422,722,2
1,18247,18246,422,720,422,718,2
1,18247,18070,422,720,420,720,2
1,18246,18438,422,718,424,718,2
1,18246,18247,422,718,422,720,2
1,18246,18245,422,718,422,716,2
1,18246,18069,422,718,420,718,2
1,18245,18437,422,716,424,716,2
1,18245,18246,422,716,422,718,2
1,18245,18068,422,716,420,716,2
1,18244,18429,422,686,424,686,2
1,18244,18243,422,686,422,684,2
1,18244,18067,422,686,421,686,1.5
1,18243,18428,422,684,424,684,2
1,18243,18244,422,684,422,686,2
1,18243,18242,422,684,422,682,2
1,18243,18066,422,684,421,684,1.5
1,18242,18427,422,682,424,682,2
1,18242,18243,422,682,422,684,2
1,18242,18241,422,682,422,680,2
1,18242,18065,422,682,421,682,1.5
1,18241,18426,422,680,424,680,2
1,18241,18242,422,680,422,682,2
1,18241,18240,422,680,422,678,2
1,18241,18064,422,680,421,680,1.5
1,18240,18425,422,678,424,678,2
1,18240,18241,422,678,422,680,2
1,18240,18239,422,678,422,676,2
1,18240,18063,422,678,421,678,1.5
1,18239,18424,422,676,424,676,2
1,18239,18240,422,676,422,678,2
1,18239,18238,422,676,422,674,2
1,18239,18062,422,676,420,676,2
1,18238,18423,422,674,424,674,2
1,18238,18239,422,674,422,676,2
1,18238,18237,422,674,422,672,2
1,18238,18061,422,674,420,674,2
1,18237,18422,422,672,424,672,2
1,18237,18238,422,672,422,674,2
1,18237,18236,422,672,422,670,2
1,18237,18060,422,672,420,672,2
1,18236,18421,422,670,424,670,2
1,18236,18237,422,670,422,672,2
1,18236,18235,422,670,422,668,2
1,18236,18059,422,670,420,670,2
1,18235,18420,422,668,424,668,2
1,18235,18236,422,668,422,670,2
1,18235,18234,422,668,422,666,2
1,18235,18058,422,668,420,668,2
1,18234,18419,422,666,424,666,2
1,18234,18235,422,666,422,668,2
1,18234,18233,422,666,422,664,2
1,18234,18057,422,666,420,666,2
1,18233,18418,422,664,424,664,2
1,18233,18234,422,664,422,666,2
1,18233,18232,422,664,422,662,2
1,18233,18056,422,664,421,664,1.5
1,18232,18417,422,662,424,662,2
1,18232,18233,422,662,422,664,2
1,18232,18231,422,662,423,661,1.5
1,18231,18416,423,661,424,660,1.5
1,18231,18232,423,661,422,662,1.5
1,18230,18412,423,600,424,600,1.5
1,18230,18229,423,600,423,598,2
1,18229,18411,423,598,424,598,1.5
1,18229,18230,423,598,423,600,2
1,18229,18228,423,598,422,596,2
1,18228,18410,422,596,424,596,2
1,18228,18229,422,596,423,598,2
1,18228,18227,422,596,422,594,2
1,18227,18409,422,594,424,594,2
1,18227,18228,422,594,422,596,2
1,18227,18226,422,594,422,592,2
1,18226,18408,422,592,424,592,2
1,18226,18227,422,592,422,594,2
1,18226,18225,422,592,422,590,2
1,18225,18407,422,590,424,590,2
1,18225,18226,422,590,422,592,2
1,18225,18224,422,590,422,588,2
1,18224,18406,422,588,424,588,2
1,18224,18225,422,588,422,590,2
1,18223,18222,422,512,422,510,1.5
1,18223,18055,422,512,420,512,1.5
1,18222,18400,422,510,424,510,2
1,18222,18223,422,510,422,512,1.5
1,18222,18221,422,510,422,508,2
1,18222,18054,422,510,420,510,2
1,18221,18399,422,508,424,508,2
1,18221,18222,422,508,422,510,2
1,18221,18220,422,508,422,506,2
1,18221,18053,422,508,420,508,2
1,18220,18398,422,506,424,506,2
1,18220,18221,422,506,422,508,2
1,18220,18219,422,506,422,504,2
1,18220,18052,422,506,420,506,2
1,18219,18397,422,504,424,504,2
1,18219,18220,422,504,422,506,2
1,18219,18218,422,504,422,502,2
1,18219,18051,422,504,420,504,2
1,18218,18396,422,502,424,502,2
1,18218,18219,422,502,422,504,2
1,18218,18217,422,502,422,500,2
1,18218,18050,422,502,420,502,2
1,18217,18395,422,500,424,500,2
1,18217,18218,422,500,422,502,2
1,18217,18216,422,500,422,498,2
1,18217,18049,422,500,420,500,2
1,18216,18394,422,498,424,498,2
1,18216,18217,422,498,422,500,2
1,18216,18215,422,498,422,496,2
1,18216,18048,422,498,420,498,2
1,18215,18393,422,496,424,496,2
1,18215,18216,422,496,422,498,2
1,18215,18214,422,496,422,494,2
1,18215,18047,422,496,420,496,2
1,18214,18392,422,494,424,494,2
1,18214,18215,422,494,422,496,2
1,18214,18213,422,494,422,492,2
1,18214,18046,422,494,420,494,2
1,18213,18391,422,492,424,492,2
1,18213,18214,422,492,422,494,2
1,18213,18212,422,492,422,490,2
1,18213,18045,422,492,420,492,2
1,18212,18390,422,490,424,490,2
1,18212,18213,422,490,422,492,2
1,18212,18211,422,490,422,488,2
1,18212,18044,422,490,420,490,2
1,18211,18389,422,488,424,488,2
1,18211,18212,422,488,422,490,2
1,18211,18210,422,488,422,486,2
1,18211,18043,422,488,420,488,2
1,18210,18388,422,486,424,486,2
1,18210,18211,422,486,422,488,2
1,18210,18209,422,486,422,484,2
1,18210,18042,422,486,420,486,2
1,18209,18387,422,484,424,484,2
1,18209,18210,422,484,422,486,2
1,18209,18208,422,484,422,482,2
1,18209,18041,422,484,420,484,2
1,18208,18386,422,482,424,482,2
1,18208,18209,422,482,422,484,2
1,18208,18040,422,482,420,482,2
1,18207,18383,423,252,424,252,1.5
1,18207,18206,423,252,422,250,2
1,18206,18382,422,250,424,250,2
1,18206,18207,422,250,423,252,2
1,18206,18205,422,250,422,248,2
1,18205,18381,422,248,424,248,2
1,18205,18206,422,248,422,250,2
1,18205,18204,422,248,422,246,2
1,18205,18038,422,248,421,248,1.5
1,18204,18380,422,246,424,246,2
1,18204,18205,422,246,422,248,2
1,18204,18203,422,246,422,244,2
1,18204,18037,422,246,420,246,2
1,18203,18379,422,244,424,244,2
1,18203,18204,422,244,422,246,2
1,18203,18202,422,244,422,242,2
1,18203,18036,422,244,420,244,2
1,18202,18378,422,242,424,242,2
1,18202,18203,422,242,422,244,2
1,18202,18201,422,242,422,240,2
1,18202,18035,422,242,420,242,2
1,18201,18377,422,240,424,240,2
1,18201,18202,422,240,422,242,2
1,18201,18200,422,240,422,238,2
1,18201,18034,422,240,420,240,2
1,18200,18376,422,238,424,238,2
1,18200,18201,422,238,422,240,2
1,18200,18199,422,238,422,236,2
1,18200,18033,422,238,420,238,2
1,18199,18375,422,236,424,236,2
1,18199,18200,422,236,422,238,2
1,18199,18198,422,236,422,234,2
1,18199,18032,422,236,420,236,2
1,18198,18374,422,234,424,234,2
1,18198,18199,422,234,422,236,2
1,18198,18197,422,234,422,232,2
1,18198,18031,422,234,420,234,2
1,18197,18373,422,232,424,232,2
1,18197,18198,422,232,422,234,2
1,18197,18196,422,232,422,230,2
1,18197,18030,422,232,420,232,2
1,18196,18372,422,230,424,230,2
1,18196,18197,422,230,422,232,2
1,18196,18195,422,230,422,228,2
1,18196,18029,422,230,420,230,2
1,18195,18371,422,228,424,228,2
1,18195,18196,422,228,422,230,2
1,18195,18194,422,228,422,226,2
1,18195,18028,422,228,420,228,2
1,18194,18370,422,226,424,226,2
1,18194,18195,422,226,422,228,2
1,18194,18193,422,226,422,224,2
1,18194,18027,422,226,420,226,2
1,18193,18369,422,224,424,224,2
1,18193,18194,422,224,422,226,2
1,18193,18192,422,224,422,222,2
1,18193,18026,422,224,420,224,2
1,18192,18368,422,222,424,222,2
1,18192,18193,422,222,422,224,2
1,18192,18191,422,222,422,220,2
1,18192,18025,422,222,420,222,2
1,18191,18367,422,220,424,220,2
1,18191,18192,422,220,422,222,2
1,18191,18190,422,220,422,218,2
1,18191,18024,422,220,420,220,2
1,18190,18366,422,218,424,218,2
1,18190,18191,422,218,422,220,2
1,18190,18189,422,218,422,216,2
1,18190,18023,422,218,420,218,2
1,18189,18365,422,216,424,216,2
1,18189,18190,422,216,422,218,2
1,18189,18188,422,216,422,214,2
1,18189,18022,422,216,420,216,2
1,18188,18364,422,214,424,214,2
1,18188,18189,422,214,422,216,2
1,18188,18187,422,214,422,212,2
1,18188,18021,422,214,420,214,2
1,18187,18363,422,212,424,212,2
1,18187,18188,422,212,422,214,2
1,18187,18186,422,212,422,210,2
1,18187,18020,422,212,420,212,2
1,18186,18362,422,210,424,210,2
1,18186,18187,422,210,422,212,2
1,18186,18185,422,210,422,208,2
1,18186,18019,422,210,420,210,2
1,18185,18361,422,208,424,208,2
1,18185,18186,422,208,422,210,2
1,18185,18184,422,208,422,207,1.5
1,18185,18018,422,208,420,208,2
1,18184,18185,422,207,422,208,1.5
1,18184,18017,422,207,420,207,2
1,18183,18182,420,1332,420,1330,2
1,18183,18015,420,1332,418,1332,1.5
1,18182,18183,420,1330,420,1332,2
1,18182,18181,420,1330,420,1328,2
1,18182,18014,420,1330,418,1330,2
1,18181,18360,420,1328,422,1328,1.5
1,18181,18182,420,1328,420,1330,2
1,18181,18180,420,1328,420,1326,2
1,18181,18013,420,1328,418,1328,2
1,18180,18359,420,1326,422,1327,1.5
1,18180,18181,420,1326,420,1328,2
1,18180,18179,420,1326,420,1324,2
1,18180,18012,420,1326,418,1326,2
1,18179,18180,420,1324,420,1326,2
1,18179,18178,420,1324,420,1322,2
1,18179,18011,420,1324,418,1324,1.5
1,18178,18179,420,1322,420,1324,2
1,18178,18177,420,1322,420,1320,2
1,18178,18010,420,1322,418,1322,1.5
1,18177,18178,420,1320,420,1322,2
1,18177,18176,420,1320,420,1318,2
1,18177,18009,420,1320,418,1320,1.5
1,18176,18177,420,1318,420,1320,2
1,18176,18175,420,1318,420,1316,2
1,18176,18008,420,1318,418,1318,1.5
1,18175,18176,420,1316,420,1318,2
1,18175,18174,420,1316,420,1314,2
1,18175,18007,420,1316,418,1316,1.5
1,18174,18358,420,1314,422,1314,2
1,18174,18175,420,1314,420,1316,2
1,18174,18173,420,1314,420,1312,2
1,18174,18006,420,1314,418,1314,2
1,18173,18357,420,1312,422,1312,2
1,18173,18174,420,1312,420,1314,2
1,18173,18172,420,1312,420,1310,2
1,18173,18005,420,1312,418,1312,2
1,18172,18356,420,1310,422,1310,1.5
1,18172,18173,420,1310,420,1312,2
1,18172,18171,420,1310,420,1308,2
1,18172,18004,420,1310,418,1310,2
1,18171,18355,420,1308,422,1308,1.5
1,18171,18172,420,1308,420,1310,2
1,18171,18170,420,1308,420,1306,2
1,18171,18003,420,1308,418,1308,2
1,18170,18354,420,1306,422,1306,1.5
1,18170,18171,420,1306,420,1308,2
1,18170,18169,420,1306,420,1304,2
1,18170,18002,420,1306,418,1306,2
1,18169,18353,420,1304,422,1305,1.5
1,18169,18170,420,1304,420,1306,2
1,18169,18168,420,1304,420,1302,2
1,18169,18001,420,1304,418,1304,2
1,18168,18169,420,1302,420,1304,2
1,18168,18167,420,1302,420,1300,2
1,18168,18000,420,1302,418,1302,2
1,18167,18168,420,1300,420,1302,2
1,18167,18166,420,1300,420,1298,2
1,18167,17999,420,1300,418,1300,2
1,18166,18352,420,1298,422,1298,1.5
1,18166,18167,420,1298,420,1300,2
1,18166,18165,420,1298,420,1296,2
1,18166,17998,420,1298,418,1298,2
1,18165,18351,420,1296,422,1296,1.5
1,18165,18166,420,1296,420,1298,2
1,18165,18164,420,1296,420,1294,2
1,18165,17997,420,1296,418,1296,2
1,18164,18350,420,1294,422,1294,2
1,18164,18165,420,1294,420,1296,2
1,18164,18163,420,1294,420,1292,2
1,18164,17996,420,1294,418,1294,2
1,18163,18349,420,1292,422,1292,2
1,18163,18164,420,1292,420,1294,2
1,18163,18162,420,1292,420,1290,2
1,18163,17995,420,1292,418,1292,2
1,18162,18348,420,1290,422,1290,2
1,18162,18163,420,1290,420,1292,2
1,18162,18161,420,1290,420,1288,2
1,18162,17994,420,1290,418,1290,2
1,18161,18347,420,1288,422,1288,2
1,18161,18162,420,1288,420,1290,2
1,18161,18160,420,1288,420,1286,2
1,18161,17993,420,1288,418,1288,2
1,18160,18346,420,1286,422,1286,1.5
1,18160,18161,420,1286,420,1288,2
1,18160,18159,420,1286,420,1284,2
1,18160,17992,420,1286,418,1286,2
1,18159,18345,420,1284,422,1285,1.5
1,18159,18160,420,1284,420,1286,2
1,18159,18158,420,1284,420,1282,2
1,18159,17991,420,1284,418,1284,2
1,18158,18159,420,1282,420,1284,2
1,18158,18157,420,1282,420,1280,2
1,18158,17990,420,1282,418,1282,2
1,18157,18344,420,1280,422,1280,1.5
1,18157,18158,420,1280,420,1282,2
1,18157,18156,420,1280,420,1278,2
1,18157,17989,420,1280,418,1280,2
1,18156,18343,420,1278,422,1278,2
1,18156,18157,420,1278,420,1280,2
1,18156,18155,420,1278,420,1276,2
1,18156,17988,420,1278,418,1278,2
1,18155,18342,420,1276,422,1276,2
1,18155,18156,420,1276,420,1278,2
1,18155,18154,420,1276,420,1274,2
1,18155,17987,420,1276,418,1276,2
1,18154,18341,420,1274,422,1274,2
1,18154,18155,420,1274,420,1276,2
1,18154,18153,420,1274,420,1272,2
1,18154,17986,420,1274,418,1274,2
1,18153,18340,420,1272,422,1272,2
1,18153,18154,420,1272,420,1274,2
1,18153,18152,420,1272,420,1270,2
1,18153,17985,420,1272,418,1272,2
1,18152,18339,420,1270,422,1270,2
1,18152,18153,420,1270,420,1272,2
1,18152,18151,420,1270,420,1268,2
1,18152,17984,420,1270,418,1270,2
1,18151,18338,420,1268,422,1268,2
1,18151,18152,420,1268,420,1270,2
1,18151,18150,420,1268,420,1266,2
1,18151,17983,420,1268,418,1268,2
1,18150,18337,420,1266,422,1266,2
1,18150,18151,420,1266,420,1268,2
1,18150,18149,420,1266,420,1264,2
1,18150,17982,420,1266,418,1266,2
1,18149,18336,420,1264,422,1264,2
1,18149,18150,420,1264,420,1266,2
1,18149,18148,420,1264,420,1262,2
1,18149,17981,420,1264,418,1264,2
1,18148,18335,420,1262,422,1262,2
1,18148,18149,420,1262,420,1264,2
1,18148,18147,420,1262,420,1260,2
1,18148,17980,420,1262,418,1262,2
1,18147,18334,420,1260,422,1260,2
1,18147,18148,420,1260,420,1262,2
1,18147,18146,420,1260,420,1258,2
1,18147,17979,420,1260,418,1260,2
1,18146,18333,420,1258,422,1258,2
1,18146,18147,420,1258,420,1260,2
1,18146,18145,420,1258,420,1256,2
1,18146,17978,420,1258,418,1258,2
1,18145,18332,420,1256,422,1256,2
1,18145,18146,420,1256,420,1258,2
1,18145,18144,420,1256,420,1254,2
1,18145,17977,420,1256,418,1256,2
1,18144,18331,420,1254,422,1254,2
1,18144,18145,420,1254,420,1256,2
1,18144,18143,420,1254,420,1252,2
1,18144,17976,420,1254,418,1254,2
1,18143,18330,420,1252,422,1252,2
1,18143,18144,420,1252,420,1254,2
1,18143,18142,420,1252,420,1250,2
1,18143,17975,420,1252,418,1252,2
1,18142,18329,420,1250,422,1250,2
1,18142,18143,420,1250,420,1252,2
1,18142,18141,420,1250,420,1248,2
1,18142,17974,420,1250,418,1250,2
1,18141,18328,420,1248,422,1248,2
1,18141,18142,420,1248,420,1250,2
1,18141,18140,420,1248,420,1246,2
1,18141,17973,420,1248,418,1248,2
1,18140,18327,420,1246,422,1246,1.5
1,18140,18141,420,1246,420,1248,2
1,18140,18139,420,1246,420,1244,2
1,18140,17972,420,1246,418,1246,2
1,18139,18326,420,1244,422,1244,1.5
1,18139,18140,420,1244,420,1246,2
1,18139,18138,420,1244,420,1242,2
1,18139,17971,420,1244,418,1244,2
1,18138,18325,420,1242,422,1242,1.5
1,18138,18139,420,1242,420,1244,2
1,18138,18137,420,1242,420,1240,2
1,18138,17970,420,1242,418,1242,2
1,18137,18324,420,1240,422,1240,1.5
1,18137,18138,420,1240,420,1242,2
1,18137,18136,420,1240,420,1238,2
1,18137,17969,420,1240,418,1240,2
1,18136,18323,420,1238,422,1238,2
1,18136,18137,420,1238,420,1240,2
1,18136,18135,420,1238,420,1236,2
1,18136,17968,420,1238,418,1239,2
1,18135,18322,420,1236,422,1236,2
1,18135,18136,420,1236,420,1238,2
1,18135,18134,420,1236,420,1234,2
1,18135,17967,420,1236,418,1236,2
1,18134,18321,420,1234,422,1234,2
1,18134,18135,420,1234,420,1236,2
1,18134,18133,420,1234,420,1232,2
1,18134,17966,420,1234,418,1234,2
1,18133,18320,420,1232,422,1232,2
1,18133,18134,420,1232,420,1234,2
1,18133,18132,420,1232,420,1230,2
1,18133,17965,420,1232,418,1232,2
1,18132,18319,420,1230,422,1230,2
1,18132,18133,420,1230,420,1232,2
1,18132,18131,420,1230,420,1228,2
1,18132,17964,420,1230,418,1230,2
1,18131,18318,420,1228,422,1228,2
1,18131,18132,420,1228,420,1230,2
1,18131,18130,420,1228,420,1226,2
1,18131,17963,420,1228,418,1228,2
1,18130,18317,420,1226,422,1226,2
1,18130,18131,420,1226,420,1228,2
1,18130,18129,420,1226,420,1224,2
1,18130,17962,420,1226,418,1226,2
1,18129,18316,420,1224,422,1224,2
1,18129,18130,420,1224,420,1226,2
1,18129,18128,420,1224,420,1222,2
1,18129,17961,420,1224,418,1224,2
1,18128,18315,420,1222,422,1222,1.5
1,18128,18129,420,1222,420,1224,2
1,18128,18127,420,1222,420,1220,2
1,18128,17960,420,1222,418,1222,2
1,18127,18314,420,1220,422,1221,1.5
1,18127,18128,420,1220,420,1222,2
1,18127,17959,420,1220,418,1220,2
1,18126,18310,420,1070,422,1070,2
1,18126,18125,420,1070,420,1068,2
1,18126,17956,420,1070,418,1071,2
1,18125,18309,420,1068,422,1068,2
1,18125,18126,420,1068,420,1070,2
1,18125,18124,420,1068,420,1066,2
1,18125,17955,420,1068,418,1068,2
1,18124,18308,420,1066,422,1066,2
1,18124,18125,420,1066,420,1068,2
1,18124,18123,420,1066,420,1064,2
1,18124,17954,420,1066,418,1066,2
1,18123,18307,420,1064,422,1064,2
1,18123,18124,420,1064,420,1066,2
1,18123,18122,420,1064,420,1062,2
1,18123,17953,420,1064,418,1064,2
1,18122,18306,420,1062,422,1062,2
1,18122,18123,420,1062,420,1064,2
1,18122,18121,420,1062,420,1060,2
1,18122,17952,420,1062,418,1062,2
1,18121,18305,420,1060,422,1060,2
1,18121,18122,420,1060,420,1062,2
1,18121,18120,420,1060,420,1058,2
